"PROBEID","SYMBOL","ENTREZID","GENENAME"
"7893502",NA,NA,NA
"7893503",NA,NA,NA
"7893504",NA,NA,NA
"7893505",NA,NA,NA
"7893506",NA,NA,NA
"7893507",NA,NA,NA
"7893508",NA,NA,NA
"7893509",NA,NA,NA
"7893510",NA,NA,NA
"7893511",NA,NA,NA
"7893512",NA,NA,NA
"7893513",NA,NA,NA
"7893514",NA,NA,NA
"7893515",NA,NA,NA
"7893516",NA,NA,NA
"7893517",NA,NA,NA
"7893518",NA,NA,NA
"7893519",NA,NA,NA
"7893520",NA,NA,NA
"7893521",NA,NA,NA
"7893522",NA,NA,NA
"7893523",NA,NA,NA
"7893524",NA,NA,NA
"7893525",NA,NA,NA
"7893526",NA,NA,NA
"7893527",NA,NA,NA
"7893528",NA,NA,NA
"7893529",NA,NA,NA
"7893530",NA,NA,NA
"7893531",NA,NA,NA
"7893532",NA,NA,NA
"7893533",NA,NA,NA
"7893534",NA,NA,NA
"7893535",NA,NA,NA
"7893536",NA,NA,NA
"7893537",NA,NA,NA
"7893538",NA,NA,NA
"7893539",NA,NA,NA
"7893540",NA,NA,NA
"7893541",NA,NA,NA
"7893542",NA,NA,NA
"7893543",NA,NA,NA
"7893544",NA,NA,NA
"7893545",NA,NA,NA
"7893546",NA,NA,NA
"7893547",NA,NA,NA
"7893548",NA,NA,NA
"7893549",NA,NA,NA
"7893550",NA,NA,NA
"7893551",NA,NA,NA
"7893552",NA,NA,NA
"7893553",NA,NA,NA
"7893554",NA,NA,NA
"7893555",NA,NA,NA
"7893556",NA,NA,NA
"7893557",NA,NA,NA
"7893558",NA,NA,NA
"7893559",NA,NA,NA
"7893560",NA,NA,NA
"7893561",NA,NA,NA
"7893562",NA,NA,NA
"7893563",NA,NA,NA
"7893564",NA,NA,NA
"7893565",NA,NA,NA
"7893566",NA,NA,NA
"7893567",NA,NA,NA
"7893568",NA,NA,NA
"7893569",NA,NA,NA
"7893570",NA,NA,NA
"7893571",NA,NA,NA
"7893572",NA,NA,NA
"7893573",NA,NA,NA
"7893574",NA,NA,NA
"7893575",NA,NA,NA
"7893576",NA,NA,NA
"7893577",NA,NA,NA
"7893578",NA,NA,NA
"7893579",NA,NA,NA
"7893580",NA,NA,NA
"7893581",NA,NA,NA
"7893582",NA,NA,NA
"7893583",NA,NA,NA
"7893584",NA,NA,NA
"7893585",NA,NA,NA
"7893586",NA,NA,NA
"7893587",NA,NA,NA
"7893588",NA,NA,NA
"7893589",NA,NA,NA
"7893590",NA,NA,NA
"7893591",NA,NA,NA
"7893592",NA,NA,NA
"7893593",NA,NA,NA
"7893594",NA,NA,NA
"7893595",NA,NA,NA
"7893596",NA,NA,NA
"7893597",NA,NA,NA
"7893598",NA,NA,NA
"7893599",NA,NA,NA
"7893600",NA,NA,NA
"7893601",NA,NA,NA
"7893602",NA,NA,NA
"7893603",NA,NA,NA
"7893604",NA,NA,NA
"7893605",NA,NA,NA
"7893606",NA,NA,NA
"7893607",NA,NA,NA
"7893608",NA,NA,NA
"7893609",NA,NA,NA
"7893610",NA,NA,NA
"7893611",NA,NA,NA
"7893612",NA,NA,NA
"7893613",NA,NA,NA
"7893614",NA,NA,NA
"7893615",NA,NA,NA
"7893616",NA,NA,NA
"7893617",NA,NA,NA
"7893618",NA,NA,NA
"7893619",NA,NA,NA
"7893620",NA,NA,NA
"7893621",NA,NA,NA
"7893622",NA,NA,NA
"7893623",NA,NA,NA
"7893624",NA,NA,NA
"7893625",NA,NA,NA
"7893626",NA,NA,NA
"7893627",NA,NA,NA
"7893628",NA,NA,NA
"7893629",NA,NA,NA
"7893630",NA,NA,NA
"7893631",NA,NA,NA
"7893632",NA,NA,NA
"7893633",NA,NA,NA
"7893634",NA,NA,NA
"7893635",NA,NA,NA
"7893636",NA,NA,NA
"7893637",NA,NA,NA
"7893638",NA,NA,NA
"7893639",NA,NA,NA
"7893640",NA,NA,NA
"7893641",NA,NA,NA
"7893642",NA,NA,NA
"7893643",NA,NA,NA
"7893644",NA,NA,NA
"7893645",NA,NA,NA
"7893646",NA,NA,NA
"7893647",NA,NA,NA
"7893648",NA,NA,NA
"7893649",NA,NA,NA
"7893650",NA,NA,NA
"7893651",NA,NA,NA
"7893652",NA,NA,NA
"7893653",NA,NA,NA
"7893654",NA,NA,NA
"7893655",NA,NA,NA
"7893656",NA,NA,NA
"7893657",NA,NA,NA
"7893658",NA,NA,NA
"7893659",NA,NA,NA
"7893660",NA,NA,NA
"7893661",NA,NA,NA
"7893662",NA,NA,NA
"7893663",NA,NA,NA
"7893664",NA,NA,NA
"7893665",NA,NA,NA
"7893666",NA,NA,NA
"7893667",NA,NA,NA
"7893668",NA,NA,NA
"7893669",NA,NA,NA
"7893670",NA,NA,NA
"7893671",NA,NA,NA
"7893672",NA,NA,NA
"7893673",NA,NA,NA
"7893674",NA,NA,NA
"7893675",NA,NA,NA
"7893676",NA,NA,NA
"7893677",NA,NA,NA
"7893678",NA,NA,NA
"7893679",NA,NA,NA
"7893681",NA,NA,NA
"7893682",NA,NA,NA
"7893683",NA,NA,NA
"7893684",NA,NA,NA
"7893685",NA,NA,NA
"7893686",NA,NA,NA
"7893687",NA,NA,NA
"7893688",NA,NA,NA
"7893689",NA,NA,NA
"7893690",NA,NA,NA
"7893691",NA,NA,NA
"7893692",NA,NA,NA
"7893693",NA,NA,NA
"7893694",NA,NA,NA
"7893695",NA,NA,NA
"7893696",NA,NA,NA
"7893697",NA,NA,NA
"7893698",NA,NA,NA
"7893699",NA,NA,NA
"7893700",NA,NA,NA
"7893701",NA,NA,NA
"7893702",NA,NA,NA
"7893703",NA,NA,NA
"7893704",NA,NA,NA
"7893705",NA,NA,NA
"7893706",NA,NA,NA
"7893707",NA,NA,NA
"7893708",NA,NA,NA
"7893709",NA,NA,NA
"7893710",NA,NA,NA
"7893711",NA,NA,NA
"7893712",NA,NA,NA
"7893713",NA,NA,NA
"7893714",NA,NA,NA
"7893715",NA,NA,NA
"7893716",NA,NA,NA
"7893717",NA,NA,NA
"7893718",NA,NA,NA
"7893719",NA,NA,NA
"7893720",NA,NA,NA
"7893721",NA,NA,NA
"7893722",NA,NA,NA
"7893723",NA,NA,NA
"7893724",NA,NA,NA
"7893725",NA,NA,NA
"7893726",NA,NA,NA
"7893727",NA,NA,NA
"7893728",NA,NA,NA
"7893729",NA,NA,NA
"7893730",NA,NA,NA
"7893731",NA,NA,NA
"7893732",NA,NA,NA
"7893733",NA,NA,NA
"7893734",NA,NA,NA
"7893735",NA,NA,NA
"7893736",NA,NA,NA
"7893737",NA,NA,NA
"7893738",NA,NA,NA
"7893739",NA,NA,NA
"7893740",NA,NA,NA
"7893741",NA,NA,NA
"7893742",NA,NA,NA
"7893743",NA,NA,NA
"7893744",NA,NA,NA
"7893745",NA,NA,NA
"7893746",NA,NA,NA
"7893747",NA,NA,NA
"7893748",NA,NA,NA
"7893749",NA,NA,NA
"7893750",NA,NA,NA
"7893751",NA,NA,NA
"7893752",NA,NA,NA
"7893753",NA,NA,NA
"7893754",NA,NA,NA
"7893755",NA,NA,NA
"7893756",NA,NA,NA
"7893757",NA,NA,NA
"7893758",NA,NA,NA
"7893759",NA,NA,NA
"7893760",NA,NA,NA
"7893761",NA,NA,NA
"7893762",NA,NA,NA
"7893763",NA,NA,NA
"7893764",NA,NA,NA
"7893765",NA,NA,NA
"7893766",NA,NA,NA
"7893767",NA,NA,NA
"7893768",NA,NA,NA
"7893769",NA,NA,NA
"7893770",NA,NA,NA
"7893771",NA,NA,NA
"7893772",NA,NA,NA
"7893773",NA,NA,NA
"7893774",NA,NA,NA
"7893775",NA,NA,NA
"7893776",NA,NA,NA
"7893777",NA,NA,NA
"7893778",NA,NA,NA
"7893779",NA,NA,NA
"7893780",NA,NA,NA
"7893781",NA,NA,NA
"7893782",NA,NA,NA
"7893783",NA,NA,NA
"7893784",NA,NA,NA
"7893785",NA,NA,NA
"7893786",NA,NA,NA
"7893787",NA,NA,NA
"7893788",NA,NA,NA
"7893789",NA,NA,NA
"7893790",NA,NA,NA
"7893791",NA,NA,NA
"7893792",NA,NA,NA
"7893793",NA,NA,NA
"7893794",NA,NA,NA
"7893795",NA,NA,NA
"7893796",NA,NA,NA
"7893797",NA,NA,NA
"7893798",NA,NA,NA
"7893799",NA,NA,NA
"7893800",NA,NA,NA
"7893801",NA,NA,NA
"7893802",NA,NA,NA
"7893803",NA,NA,NA
"7893804",NA,NA,NA
"7893805",NA,NA,NA
"7893806",NA,NA,NA
"7893807",NA,NA,NA
"7893808",NA,NA,NA
"7893809",NA,NA,NA
"7893810",NA,NA,NA
"7893811",NA,NA,NA
"7893812",NA,NA,NA
"7893813",NA,NA,NA
"7893814",NA,NA,NA
"7893815",NA,NA,NA
"7893816",NA,NA,NA
"7893817",NA,NA,NA
"7893818",NA,NA,NA
"7893819",NA,NA,NA
"7893820",NA,NA,NA
"7893821",NA,NA,NA
"7893822",NA,NA,NA
"7893823",NA,NA,NA
"7893824",NA,NA,NA
"7893825",NA,NA,NA
"7893826",NA,NA,NA
"7893827",NA,NA,NA
"7893828",NA,NA,NA
"7893829",NA,NA,NA
"7893830",NA,NA,NA
"7893831",NA,NA,NA
"7893832",NA,NA,NA
"7893833",NA,NA,NA
"7893834",NA,NA,NA
"7893835",NA,NA,NA
"7893836",NA,NA,NA
"7893837",NA,NA,NA
"7893838",NA,NA,NA
"7893839",NA,NA,NA
"7893840",NA,NA,NA
"7893841",NA,NA,NA
"7893842",NA,NA,NA
"7893843",NA,NA,NA
"7893844",NA,NA,NA
"7893845",NA,NA,NA
"7893846",NA,NA,NA
"7893847",NA,NA,NA
"7893848",NA,NA,NA
"7893849",NA,NA,NA
"7893850",NA,NA,NA
"7893851",NA,NA,NA
"7893853",NA,NA,NA
"7893854",NA,NA,NA
"7893855",NA,NA,NA
"7893856",NA,NA,NA
"7893857",NA,NA,NA
"7893858",NA,NA,NA
"7893859",NA,NA,NA
"7893860",NA,NA,NA
"7893861",NA,NA,NA
"7893862",NA,NA,NA
"7893863",NA,NA,NA
"7893864",NA,NA,NA
"7893865",NA,NA,NA
"7893866",NA,NA,NA
"7893867",NA,NA,NA
"7893868",NA,NA,NA
"7893869",NA,NA,NA
"7893870",NA,NA,NA
"7893871",NA,NA,NA
"7893872",NA,NA,NA
"7893873",NA,NA,NA
"7893874",NA,NA,NA
"7893875",NA,NA,NA
"7893876",NA,NA,NA
"7893877",NA,NA,NA
"7893878",NA,NA,NA
"7893879",NA,NA,NA
"7893880",NA,NA,NA
"7893881",NA,NA,NA
"7893882",NA,NA,NA
"7893883",NA,NA,NA
"7893884",NA,NA,NA
"7893885",NA,NA,NA
"7893886",NA,NA,NA
"7893887",NA,NA,NA
"7893888",NA,NA,NA
"7893889",NA,NA,NA
"7893890",NA,NA,NA
"7893891",NA,NA,NA
"7893892",NA,NA,NA
"7893893",NA,NA,NA
"7893894",NA,NA,NA
"7893895",NA,NA,NA
"7893896",NA,NA,NA
"7893897",NA,NA,NA
"7893898",NA,NA,NA
"7893899",NA,NA,NA
"7893900",NA,NA,NA
"7893901",NA,NA,NA
"7893902",NA,NA,NA
"7893904",NA,NA,NA
"7893905",NA,NA,NA
"7893906",NA,NA,NA
"7893907",NA,NA,NA
"7893908",NA,NA,NA
"7893909",NA,NA,NA
"7893910",NA,NA,NA
"7893911",NA,NA,NA
"7893912",NA,NA,NA
"7893913",NA,NA,NA
"7893914",NA,NA,NA
"7893915",NA,NA,NA
"7893916",NA,NA,NA
"7893917",NA,NA,NA
"7893918",NA,NA,NA
"7893919",NA,NA,NA
"7893920",NA,NA,NA
"7893921",NA,NA,NA
"7893922",NA,NA,NA
"7893923",NA,NA,NA
"7893924",NA,NA,NA
"7893925",NA,NA,NA
"7893926",NA,NA,NA
"7893927",NA,NA,NA
"7893928",NA,NA,NA
"7893929",NA,NA,NA
"7893930",NA,NA,NA
"7893931",NA,NA,NA
"7893932",NA,NA,NA
"7893933",NA,NA,NA
"7893934",NA,NA,NA
"7893935",NA,NA,NA
"7893936",NA,NA,NA
"7893937",NA,NA,NA
"7893938",NA,NA,NA
"7893939",NA,NA,NA
"7893940",NA,NA,NA
"7893941",NA,NA,NA
"7893942",NA,NA,NA
"7893943",NA,NA,NA
"7893944",NA,NA,NA
"7893945",NA,NA,NA
"7893946",NA,NA,NA
"7893947",NA,NA,NA
"7893948",NA,NA,NA
"7893949",NA,NA,NA
"7893950",NA,NA,NA
"7893951",NA,NA,NA
"7893952",NA,NA,NA
"7893953",NA,NA,NA
"7893954",NA,NA,NA
"7893955",NA,NA,NA
"7893956",NA,NA,NA
"7893957",NA,NA,NA
"7893958",NA,NA,NA
"7893959",NA,NA,NA
"7893960",NA,NA,NA
"7893961",NA,NA,NA
"7893962",NA,NA,NA
"7893963",NA,NA,NA
"7893964",NA,NA,NA
"7893965",NA,NA,NA
"7893966",NA,NA,NA
"7893967",NA,NA,NA
"7893968",NA,NA,NA
"7893969",NA,NA,NA
"7893970",NA,NA,NA
"7893971",NA,NA,NA
"7893972",NA,NA,NA
"7893973",NA,NA,NA
"7893974",NA,NA,NA
"7893975",NA,NA,NA
"7893976",NA,NA,NA
"7893977",NA,NA,NA
"7893978",NA,NA,NA
"7893979",NA,NA,NA
"7893980",NA,NA,NA
"7893981",NA,NA,NA
"7893982",NA,NA,NA
"7893983",NA,NA,NA
"7893984",NA,NA,NA
"7893985",NA,NA,NA
"7893986",NA,NA,NA
"7893987",NA,NA,NA
"7893988",NA,NA,NA
"7893989",NA,NA,NA
"7893990",NA,NA,NA
"7893991",NA,NA,NA
"7893992",NA,NA,NA
"7893993",NA,NA,NA
"7893994",NA,NA,NA
"7893995",NA,NA,NA
"7893996",NA,NA,NA
"7893997",NA,NA,NA
"7893998",NA,NA,NA
"7893999",NA,NA,NA
"7894000",NA,NA,NA
"7894001",NA,NA,NA
"7894002",NA,NA,NA
"7894003",NA,NA,NA
"7894004",NA,NA,NA
"7894005",NA,NA,NA
"7894006",NA,NA,NA
"7894007",NA,NA,NA
"7894008",NA,NA,NA
"7894009",NA,NA,NA
"7894010",NA,NA,NA
"7894011",NA,NA,NA
"7894012",NA,NA,NA
"7894013",NA,NA,NA
"7894014",NA,NA,NA
"7894015",NA,NA,NA
"7894016",NA,NA,NA
"7894017",NA,NA,NA
"7894018",NA,NA,NA
"7894019",NA,NA,NA
"7894020",NA,NA,NA
"7894021",NA,NA,NA
"7894022",NA,NA,NA
"7894023",NA,NA,NA
"7894024",NA,NA,NA
"7894025",NA,NA,NA
"7894026",NA,NA,NA
"7894027",NA,NA,NA
"7894028",NA,NA,NA
"7894029",NA,NA,NA
"7894030",NA,NA,NA
"7894031",NA,NA,NA
"7894032",NA,NA,NA
"7894033",NA,NA,NA
"7894034",NA,NA,NA
"7894035",NA,NA,NA
"7894036",NA,NA,NA
"7894037",NA,NA,NA
"7894038",NA,NA,NA
"7894039",NA,NA,NA
"7894040",NA,NA,NA
"7894041",NA,NA,NA
"7894042",NA,NA,NA
"7894043",NA,NA,NA
"7894044",NA,NA,NA
"7894045",NA,NA,NA
"7894046",NA,NA,NA
"7894047",NA,NA,NA
"7894048",NA,NA,NA
"7894049",NA,NA,NA
"7894050",NA,NA,NA
"7894051",NA,NA,NA
"7894052",NA,NA,NA
"7894053",NA,NA,NA
"7894054",NA,NA,NA
"7894055",NA,NA,NA
"7894056",NA,NA,NA
"7894057",NA,NA,NA
"7894058",NA,NA,NA
"7894059",NA,NA,NA
"7894060",NA,NA,NA
"7894061",NA,NA,NA
"7894062",NA,NA,NA
"7894063",NA,NA,NA
"7894064",NA,NA,NA
"7894065",NA,NA,NA
"7894066",NA,NA,NA
"7894067",NA,NA,NA
"7894068",NA,NA,NA
"7894069",NA,NA,NA
"7894070",NA,NA,NA
"7894071",NA,NA,NA
"7894072",NA,NA,NA
"7894073",NA,NA,NA
"7894074",NA,NA,NA
"7894075",NA,NA,NA
"7894076",NA,NA,NA
"7894077",NA,NA,NA
"7894078",NA,NA,NA
"7894079",NA,NA,NA
"7894080",NA,NA,NA
"7894081",NA,NA,NA
"7894082",NA,NA,NA
"7894083",NA,NA,NA
"7894084",NA,NA,NA
"7894085",NA,NA,NA
"7894086",NA,NA,NA
"7894087",NA,NA,NA
"7894088",NA,NA,NA
"7894089",NA,NA,NA
"7894090",NA,NA,NA
"7894091",NA,NA,NA
"7894092",NA,NA,NA
"7894093",NA,NA,NA
"7894094",NA,NA,NA
"7894095",NA,NA,NA
"7894096",NA,NA,NA
"7894097",NA,NA,NA
"7894098",NA,NA,NA
"7894099",NA,NA,NA
"7894100",NA,NA,NA
"7894101",NA,NA,NA
"7894102",NA,NA,NA
"7894103",NA,NA,NA
"7894104",NA,NA,NA
"7894105",NA,NA,NA
"7894106",NA,NA,NA
"7894107",NA,NA,NA
"7894108",NA,NA,NA
"7894109",NA,NA,NA
"7894110",NA,NA,NA
"7894111",NA,NA,NA
"7894112",NA,NA,NA
"7894113",NA,NA,NA
"7894114",NA,NA,NA
"7894115",NA,NA,NA
"7894116",NA,NA,NA
"7894117",NA,NA,NA
"7894118",NA,NA,NA
"7894119",NA,NA,NA
"7894120",NA,NA,NA
"7894121",NA,NA,NA
"7894122",NA,NA,NA
"7894123",NA,NA,NA
"7894124",NA,NA,NA
"7894125",NA,NA,NA
"7894126",NA,NA,NA
"7894128",NA,NA,NA
"7894129",NA,NA,NA
"7894130",NA,NA,NA
"7894131",NA,NA,NA
"7894132",NA,NA,NA
"7894133",NA,NA,NA
"7894134",NA,NA,NA
"7894135",NA,NA,NA
"7894136",NA,NA,NA
"7894137",NA,NA,NA
"7894138",NA,NA,NA
"7894139",NA,NA,NA
"7894140",NA,NA,NA
"7894141",NA,NA,NA
"7894142",NA,NA,NA
"7894143",NA,NA,NA
"7894144",NA,NA,NA
"7894145",NA,NA,NA
"7894146",NA,NA,NA
"7894147",NA,NA,NA
"7894148",NA,NA,NA
"7894149",NA,NA,NA
"7894150",NA,NA,NA
"7894151",NA,NA,NA
"7894152",NA,NA,NA
"7894153",NA,NA,NA
"7894154",NA,NA,NA
"7894155",NA,NA,NA
"7894156",NA,NA,NA
"7894157",NA,NA,NA
"7894158",NA,NA,NA
"7894159",NA,NA,NA
"7894160",NA,NA,NA
"7894161",NA,NA,NA
"7894162",NA,NA,NA
"7894163",NA,NA,NA
"7894165",NA,NA,NA
"7894166",NA,NA,NA
"7894167",NA,NA,NA
"7894168",NA,NA,NA
"7894169",NA,NA,NA
"7894170",NA,NA,NA
"7894171",NA,NA,NA
"7894172",NA,NA,NA
"7894173",NA,NA,NA
"7894174",NA,NA,NA
"7894175",NA,NA,NA
"7894176",NA,NA,NA
"7894177",NA,NA,NA
"7894178",NA,NA,NA
"7894179",NA,NA,NA
"7894180",NA,NA,NA
"7894181",NA,NA,NA
"7894182",NA,NA,NA
"7894183",NA,NA,NA
"7894184",NA,NA,NA
"7894185",NA,NA,NA
"7894186",NA,NA,NA
"7894187",NA,NA,NA
"7894188",NA,NA,NA
"7894189",NA,NA,NA
"7894190",NA,NA,NA
"7894191",NA,NA,NA
"7894192",NA,NA,NA
"7894193",NA,NA,NA
"7894194",NA,NA,NA
"7894195",NA,NA,NA
"7894196",NA,NA,NA
"7894197",NA,NA,NA
"7894198",NA,NA,NA
"7894199",NA,NA,NA
"7894200",NA,NA,NA
"7894201",NA,NA,NA
"7894202",NA,NA,NA
"7894203",NA,NA,NA
"7894204",NA,NA,NA
"7894205",NA,NA,NA
"7894206",NA,NA,NA
"7894207",NA,NA,NA
"7894208",NA,NA,NA
"7894209",NA,NA,NA
"7894210",NA,NA,NA
"7894211",NA,NA,NA
"7894212",NA,NA,NA
"7894213",NA,NA,NA
"7894214",NA,NA,NA
"7894215",NA,NA,NA
"7894216",NA,NA,NA
"7894217",NA,NA,NA
"7894218",NA,NA,NA
"7894219",NA,NA,NA
"7894220",NA,NA,NA
"7894221",NA,NA,NA
"7894222",NA,NA,NA
"7894223",NA,NA,NA
"7894224",NA,NA,NA
"7894225",NA,NA,NA
"7894226",NA,NA,NA
"7894227",NA,NA,NA
"7894228",NA,NA,NA
"7894229",NA,NA,NA
"7894230",NA,NA,NA
"7894231",NA,NA,NA
"7894232",NA,NA,NA
"7894233",NA,NA,NA
"7894234",NA,NA,NA
"7894235",NA,NA,NA
"7894236",NA,NA,NA
"7894237",NA,NA,NA
"7894238",NA,NA,NA
"7894239",NA,NA,NA
"7894240",NA,NA,NA
"7894241",NA,NA,NA
"7894242",NA,NA,NA
"7894243",NA,NA,NA
"7894244",NA,NA,NA
"7894245",NA,NA,NA
"7894246",NA,NA,NA
"7894247",NA,NA,NA
"7894248",NA,NA,NA
"7894249",NA,NA,NA
"7894250",NA,NA,NA
"7894251",NA,NA,NA
"7894252",NA,NA,NA
"7894253",NA,NA,NA
"7894254",NA,NA,NA
"7894255",NA,NA,NA
"7894256",NA,NA,NA
"7894257",NA,NA,NA
"7894258",NA,NA,NA
"7894259",NA,NA,NA
"7894260",NA,NA,NA
"7894262",NA,NA,NA
"7894263",NA,NA,NA
"7894264",NA,NA,NA
"7894265",NA,NA,NA
"7894266",NA,NA,NA
"7894267",NA,NA,NA
"7894268",NA,NA,NA
"7894269",NA,NA,NA
"7894270",NA,NA,NA
"7894271",NA,NA,NA
"7894272",NA,NA,NA
"7894273",NA,NA,NA
"7894274",NA,NA,NA
"7894275",NA,NA,NA
"7894276",NA,NA,NA
"7894277",NA,NA,NA
"7894278",NA,NA,NA
"7894279",NA,NA,NA
"7894280",NA,NA,NA
"7894281",NA,NA,NA
"7894282",NA,NA,NA
"7894283",NA,NA,NA
"7894284",NA,NA,NA
"7894285",NA,NA,NA
"7894286",NA,NA,NA
"7894287",NA,NA,NA
"7894288",NA,NA,NA
"7894289",NA,NA,NA
"7894290",NA,NA,NA
"7894291",NA,NA,NA
"7894292",NA,NA,NA
"7894293",NA,NA,NA
"7894294",NA,NA,NA
"7894295",NA,NA,NA
"7894296",NA,NA,NA
"7894297",NA,NA,NA
"7894298",NA,NA,NA
"7894299",NA,NA,NA
"7894300",NA,NA,NA
"7894301",NA,NA,NA
"7894302",NA,NA,NA
"7894303",NA,NA,NA
"7894304",NA,NA,NA
"7894305",NA,NA,NA
"7894306",NA,NA,NA
"7894307",NA,NA,NA
"7894308",NA,NA,NA
"7894309",NA,NA,NA
"7894310",NA,NA,NA
"7894311",NA,NA,NA
"7894312",NA,NA,NA
"7894313",NA,NA,NA
"7894314",NA,NA,NA
"7894315",NA,NA,NA
"7894316",NA,NA,NA
"7894317",NA,NA,NA
"7894318",NA,NA,NA
"7894319",NA,NA,NA
"7894320",NA,NA,NA
"7894321",NA,NA,NA
"7894322",NA,NA,NA
"7894323",NA,NA,NA
"7894324",NA,NA,NA
"7894325",NA,NA,NA
"7894326",NA,NA,NA
"7894327",NA,NA,NA
"7894328",NA,NA,NA
"7894329",NA,NA,NA
"7894330",NA,NA,NA
"7894331",NA,NA,NA
"7894332",NA,NA,NA
"7894333",NA,NA,NA
"7894334",NA,NA,NA
"7894335",NA,NA,NA
"7894336",NA,NA,NA
"7894337",NA,NA,NA
"7894338",NA,NA,NA
"7894339",NA,NA,NA
"7894340",NA,NA,NA
"7894341",NA,NA,NA
"7894342",NA,NA,NA
"7894343",NA,NA,NA
"7894344",NA,NA,NA
"7894345",NA,NA,NA
"7894346",NA,NA,NA
"7894347",NA,NA,NA
"7894349",NA,NA,NA
"7894350",NA,NA,NA
"7894351",NA,NA,NA
"7894352",NA,NA,NA
"7894353",NA,NA,NA
"7894354",NA,NA,NA
"7894355",NA,NA,NA
"7894356",NA,NA,NA
"7894357",NA,NA,NA
"7894358",NA,NA,NA
"7894359",NA,NA,NA
"7894360",NA,NA,NA
"7894361",NA,NA,NA
"7894362",NA,NA,NA
"7894363",NA,NA,NA
"7894364",NA,NA,NA
"7894365",NA,NA,NA
"7894366",NA,NA,NA
"7894367",NA,NA,NA
"7894368",NA,NA,NA
"7894369",NA,NA,NA
"7894370",NA,NA,NA
"7894371",NA,NA,NA
"7894372",NA,NA,NA
"7894373",NA,NA,NA
"7894374",NA,NA,NA
"7894375",NA,NA,NA
"7894376",NA,NA,NA
"7894377",NA,NA,NA
"7894378",NA,NA,NA
"7894379",NA,NA,NA
"7894380",NA,NA,NA
"7894381",NA,NA,NA
"7894382",NA,NA,NA
"7894383",NA,NA,NA
"7894384",NA,NA,NA
"7894385",NA,NA,NA
"7894386",NA,NA,NA
"7894387",NA,NA,NA
"7894388",NA,NA,NA
"7894389",NA,NA,NA
"7894390",NA,NA,NA
"7894391",NA,NA,NA
"7894392",NA,NA,NA
"7894393",NA,NA,NA
"7894394",NA,NA,NA
"7894395",NA,NA,NA
"7894396",NA,NA,NA
"7894397",NA,NA,NA
"7894398",NA,NA,NA
"7894399",NA,NA,NA
"7894400",NA,NA,NA
"7894401",NA,NA,NA
"7894402",NA,NA,NA
"7894403",NA,NA,NA
"7894404",NA,NA,NA
"7894405",NA,NA,NA
"7894406",NA,NA,NA
"7894407",NA,NA,NA
"7894408",NA,NA,NA
"7894409",NA,NA,NA
"7894410",NA,NA,NA
"7894411",NA,NA,NA
"7894412",NA,NA,NA
"7894413",NA,NA,NA
"7894414",NA,NA,NA
"7894415",NA,NA,NA
"7894416",NA,NA,NA
"7894417",NA,NA,NA
"7894418",NA,NA,NA
"7894419",NA,NA,NA
"7894420",NA,NA,NA
"7894421",NA,NA,NA
"7894422",NA,NA,NA
"7894423",NA,NA,NA
"7894425",NA,NA,NA
"7894426",NA,NA,NA
"7894427",NA,NA,NA
"7894428",NA,NA,NA
"7894429",NA,NA,NA
"7894430",NA,NA,NA
"7894431",NA,NA,NA
"7894432",NA,NA,NA
"7894433",NA,NA,NA
"7894434",NA,NA,NA
"7894435",NA,NA,NA
"7894436",NA,NA,NA
"7894437",NA,NA,NA
"7894438",NA,NA,NA
"7894439",NA,NA,NA
"7894440",NA,NA,NA
"7894441",NA,NA,NA
"7894442",NA,NA,NA
"7894443",NA,NA,NA
"7894444",NA,NA,NA
"7894445",NA,NA,NA
"7894446",NA,NA,NA
"7894447",NA,NA,NA
"7894448",NA,NA,NA
"7894449",NA,NA,NA
"7894450",NA,NA,NA
"7894451",NA,NA,NA
"7894452",NA,NA,NA
"7894453",NA,NA,NA
"7894454",NA,NA,NA
"7894455",NA,NA,NA
"7894456",NA,NA,NA
"7894457",NA,NA,NA
"7894458",NA,NA,NA
"7894459",NA,NA,NA
"7894460",NA,NA,NA
"7894461",NA,NA,NA
"7894462",NA,NA,NA
"7894463",NA,NA,NA
"7894464",NA,NA,NA
"7894465",NA,NA,NA
"7894466",NA,NA,NA
"7894467",NA,NA,NA
"7894468",NA,NA,NA
"7894469",NA,NA,NA
"7894470",NA,NA,NA
"7894471",NA,NA,NA
"7894472",NA,NA,NA
"7894473",NA,NA,NA
"7894474",NA,NA,NA
"7894475",NA,NA,NA
"7894476",NA,NA,NA
"7894477",NA,NA,NA
"7894478",NA,NA,NA
"7894479",NA,NA,NA
"7894480",NA,NA,NA
"7894481",NA,NA,NA
"7894482",NA,NA,NA
"7894483",NA,NA,NA
"7894484",NA,NA,NA
"7894485",NA,NA,NA
"7894486",NA,NA,NA
"7894487",NA,NA,NA
"7894488",NA,NA,NA
"7894489",NA,NA,NA
"7894490",NA,NA,NA
"7894491",NA,NA,NA
"7894492",NA,NA,NA
"7894493",NA,NA,NA
"7894494",NA,NA,NA
"7894495",NA,NA,NA
"7894496",NA,NA,NA
"7894497",NA,NA,NA
"7894498",NA,NA,NA
"7894499",NA,NA,NA
"7894500",NA,NA,NA
"7894501",NA,NA,NA
"7894502",NA,NA,NA
"7894503",NA,NA,NA
"7894504",NA,NA,NA
"7894505",NA,NA,NA
"7894506",NA,NA,NA
"7894507",NA,NA,NA
